window_a,window_b,mean_tvd,max_tvd,n_shared_pairs,coverage_ratio,passed,warnings
100,101,0.06165001202668582,0.28571428571428575,26,0.9629629629629629,False,Mean TVD 0.062 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 100 and 101. Q-values learned in window 100 may be invalid in window 101 — this violates the Arslan & Yüksel stationarity requirement.
101,102,0.05462853367265131,0.20634920634920634,26,1.0,False,Mean TVD 0.055 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 101 and 102. Q-values learned in window 101 may be invalid in window 102 — this violates the Arslan & Yüksel stationarity requirement.
102,103,0.056650939945870823,0.26190476190476186,28,1.0,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 102 and 103. Q-values learned in window 102 may be invalid in window 103 — this violates the Arslan & Yüksel stationarity requirement.
103,104,0.06793770075093122,0.2857142857142857,27,0.9310344827586207,False,Mean TVD 0.068 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 103 and 104. Q-values learned in window 103 may be invalid in window 104 — this violates the Arslan & Yüksel stationarity requirement.
104,105,0.0760229985953936,0.21428571428571427,27,1.0,False,Mean TVD 0.076 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 104 and 105. Q-values learned in window 104 may be invalid in window 105 — this violates the Arslan & Yüksel stationarity requirement.
105,106,0.07560417062907576,0.19047619047619047,26,0.9629629629629629,False,Mean TVD 0.076 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 105 and 106. Q-values learned in window 105 may be invalid in window 106 — this violates the Arslan & Yüksel stationarity requirement.
106,107,0.06290672453673214,0.20833333333333331,24,0.9230769230769231,False,Mean TVD 0.063 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 106 and 107. Q-values learned in window 106 may be invalid in window 107 — this violates the Arslan & Yüksel stationarity requirement.
107,108,0.055587039016376974,0.2666666666666666,23,0.9583333333333334,False,Mean TVD 0.056 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 107 and 108. Q-values learned in window 107 may be invalid in window 108 — this violates the Arslan & Yüksel stationarity requirement.
108,109,0.08370719102850914,0.2698412698412698,23,0.9583333333333334,False,Mean TVD 0.084 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 108 and 109. Q-values learned in window 108 may be invalid in window 109 — this violates the Arslan & Yüksel stationarity requirement.
109,110,0.06093520932298704,0.17857142857142858,22,0.9565217391304348,False,Mean TVD 0.061 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 109 and 110. Q-values learned in window 109 may be invalid in window 110 — this violates the Arslan & Yüksel stationarity requirement.
110,111,0.05712155276783759,0.30000000000000004,22,0.9565217391304348,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 110 and 111. Q-values learned in window 110 may be invalid in window 111 — this violates the Arslan & Yüksel stationarity requirement.
111,112,0.07498268075377208,0.24999999999999997,24,0.96,False,Mean TVD 0.075 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 111 and 112. Q-values learned in window 111 may be invalid in window 112 — this violates the Arslan & Yüksel stationarity requirement.
112,113,0.04652310480174258,0.2619047619047619,25,0.9615384615384616,True,Mean TVD 0.047 > 0.025 (WARN). Moderate kernel drift between windows 112 and 113. Monitor whether this grows over training.
113,114,0.053659664268216896,0.16666666666666669,24,0.8888888888888888,False,Mean TVD 0.054 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 113 and 114. Q-values learned in window 113 may be invalid in window 114 — this violates the Arslan & Yüksel stationarity requirement.
114,115,0.050082593135998714,0.17142857142857143,22,0.88,False,Mean TVD 0.050 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 114 and 115. Q-values learned in window 114 may be invalid in window 115 — this violates the Arslan & Yüksel stationarity requirement.
115,116,0.04440303628255777,0.1166666666666667,23,1.0,True,Mean TVD 0.044 > 0.025 (WARN). Moderate kernel drift between windows 115 and 116. Monitor whether this grows over training.
116,117,0.053875457650575276,0.2,23,0.9583333333333334,False,Mean TVD 0.054 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 116 and 117. Q-values learned in window 116 may be invalid in window 117 — this violates the Arslan & Yüksel stationarity requirement.
117,118,0.043460779583790604,0.1428571428571429,23,1.0,True,Mean TVD 0.043 > 0.025 (WARN). Moderate kernel drift between windows 117 and 118. Monitor whether this grows over training.
118,119,0.05747792233537166,0.2,22,0.9166666666666666,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 118 and 119. Q-values learned in window 118 may be invalid in window 119 — this violates the Arslan & Yüksel stationarity requirement.
119,120,0.05187225403390817,0.2222222222222222,21,0.9545454545454546,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 119 and 120. Q-values learned in window 119 may be invalid in window 120 — this violates the Arslan & Yüksel stationarity requirement.
120,121,0.05517273447227008,0.15454545454545454,20,0.9523809523809523,False,Mean TVD 0.055 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 120 and 121. Q-values learned in window 120 may be invalid in window 121 — this violates the Arslan & Yüksel stationarity requirement.
121,122,0.06663919483468356,0.18888888888888888,21,1.0,False,Mean TVD 0.067 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 121 and 122. Q-values learned in window 121 may be invalid in window 122 — this violates the Arslan & Yüksel stationarity requirement.
122,123,0.052934010434010435,0.1666666666666667,20,0.9523809523809523,False,Mean TVD 0.053 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 122 and 123. Q-values learned in window 122 may be invalid in window 123 — this violates the Arslan & Yüksel stationarity requirement.
123,124,0.0386939851084588,0.17142857142857143,20,1.0,True,Mean TVD 0.039 > 0.025 (WARN). Moderate kernel drift between windows 123 and 124. Monitor whether this grows over training.
124,125,0.05616557419188997,0.2571428571428571,19,0.95,False,Mean TVD 0.056 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 124 and 125. Q-values learned in window 124 may be invalid in window 125 — this violates the Arslan & Yüksel stationarity requirement.
125,126,0.06880948557806142,0.225,20,0.9523809523809523,False,Mean TVD 0.069 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 125 and 126. Q-values learned in window 125 may be invalid in window 126 — this violates the Arslan & Yüksel stationarity requirement.
126,127,0.044052176572544836,0.24999999999999997,19,0.95,True,Mean TVD 0.044 > 0.025 (WARN). Moderate kernel drift between windows 126 and 127. Monitor whether this grows over training.
127,128,0.07060072891097821,0.37878787878787873,19,0.9047619047619048,False,Mean TVD 0.071 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 127 and 128. Q-values learned in window 127 may be invalid in window 128 — this violates the Arslan & Yüksel stationarity requirement.
128,129,0.057048282032394794,0.1666666666666667,19,1.0,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 128 and 129. Q-values learned in window 128 may be invalid in window 129 — this violates the Arslan & Yüksel stationarity requirement.
129,130,0.05808611450670814,0.3,24,0.96,False,Mean TVD 0.058 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 129 and 130. Q-values learned in window 129 may be invalid in window 130 — this violates the Arslan & Yüksel stationarity requirement.
130,131,0.068284989305182,0.23809523809523814,23,0.9583333333333334,False,Mean TVD 0.068 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 130 and 131. Q-values learned in window 130 may be invalid in window 131 — this violates the Arslan & Yüksel stationarity requirement.
131,132,0.0722794335061193,0.23809523809523808,22,0.9565217391304348,False,Mean TVD 0.072 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 131 and 132. Q-values learned in window 131 may be invalid in window 132 — this violates the Arslan & Yüksel stationarity requirement.
132,133,0.07108214660924449,0.31168831168831174,21,0.9130434782608695,False,Mean TVD 0.071 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 132 and 133. Q-values learned in window 132 may be invalid in window 133 — this violates the Arslan & Yüksel stationarity requirement.
133,134,0.03719064335093044,0.18055555555555555,22,1.0,True,Mean TVD 0.037 > 0.025 (WARN). Moderate kernel drift between windows 133 and 134. Monitor whether this grows over training.
134,135,0.05653465432070448,0.18461538461538463,22,0.9565217391304348,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 134 and 135. Q-values learned in window 134 may be invalid in window 135 — this violates the Arslan & Yüksel stationarity requirement.
135,136,0.073489343989344,0.28571428571428575,25,1.0,False,Mean TVD 0.073 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 135 and 136. Q-values learned in window 135 may be invalid in window 136 — this violates the Arslan & Yüksel stationarity requirement.
136,137,0.04817105483226242,0.13333333333333336,27,0.9642857142857143,True,Mean TVD 0.048 > 0.025 (WARN). Moderate kernel drift between windows 136 and 137. Monitor whether this grows over training.
137,138,0.03876382914013221,0.13636363636363635,27,1.0,True,Mean TVD 0.039 > 0.025 (WARN). Moderate kernel drift between windows 137 and 138. Monitor whether this grows over training.
138,139,0.04369115487727234,0.16666666666666666,27,0.9642857142857143,True,Mean TVD 0.044 > 0.025 (WARN). Moderate kernel drift between windows 138 and 139. Monitor whether this grows over training.
139,140,0.06817694865520953,0.28571428571428575,25,0.9259259259259259,False,Mean TVD 0.068 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 139 and 140. Q-values learned in window 139 may be invalid in window 140 — this violates the Arslan & Yüksel stationarity requirement.
140,141,0.0645937850215266,0.26666666666666666,26,1.0,False,Mean TVD 0.065 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 140 and 141. Q-values learned in window 140 may be invalid in window 141 — this violates the Arslan & Yüksel stationarity requirement.
141,142,0.06622595222339467,0.19444444444444445,27,1.0,False,Mean TVD 0.066 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 141 and 142. Q-values learned in window 141 may be invalid in window 142 — this violates the Arslan & Yüksel stationarity requirement.
142,143,0.04258387137159516,0.16666666666666669,25,0.9259259259259259,True,Mean TVD 0.043 > 0.025 (WARN). Moderate kernel drift between windows 142 and 143. Monitor whether this grows over training.
143,144,0.048007271665233706,0.23214285714285712,25,1.0,True,Mean TVD 0.048 > 0.025 (WARN). Moderate kernel drift between windows 143 and 144. Monitor whether this grows over training.
144,145,0.040373839379089074,0.21428571428571427,25,1.0,True,Mean TVD 0.040 > 0.025 (WARN). Moderate kernel drift between windows 144 and 145. Monitor whether this grows over training.
145,146,0.05955774715676142,0.30000000000000004,26,1.0,False,Mean TVD 0.060 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 145 and 146. Q-values learned in window 145 may be invalid in window 146 — this violates the Arslan & Yüksel stationarity requirement.
146,147,0.055555161230878544,0.2777777777777778,26,1.0,False,Mean TVD 0.056 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 146 and 147. Q-values learned in window 146 may be invalid in window 147 — this violates the Arslan & Yüksel stationarity requirement.
147,148,0.05560424719748368,0.3571428571428571,26,0.9629629629629629,False,Mean TVD 0.056 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 147 and 148. Q-values learned in window 147 may be invalid in window 148 — this violates the Arslan & Yüksel stationarity requirement.
148,149,0.05436250439110851,0.23863636363636362,23,0.8846153846153846,False,Mean TVD 0.054 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 148 and 149. Q-values learned in window 148 may be invalid in window 149 — this violates the Arslan & Yüksel stationarity requirement.
149,150,0.051750517391964755,0.16666666666666669,24,1.0,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 149 and 150. Q-values learned in window 149 may be invalid in window 150 — this violates the Arslan & Yüksel stationarity requirement.
150,151,0.05858475894257292,0.16071428571428573,25,1.0,False,Mean TVD 0.059 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 150 and 151. Q-values learned in window 150 may be invalid in window 151 — this violates the Arslan & Yüksel stationarity requirement.
151,152,0.04451167490060679,0.11428571428571427,24,0.96,True,Mean TVD 0.045 > 0.025 (WARN). Moderate kernel drift between windows 151 and 152. Monitor whether this grows over training.
152,153,0.06907376487299763,0.175,23,0.9583333333333334,False,Mean TVD 0.069 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 152 and 153. Q-values learned in window 152 may be invalid in window 153 — this violates the Arslan & Yüksel stationarity requirement.
153,154,0.052224397512121296,0.23214285714285712,23,0.9583333333333334,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 153 and 154. Q-values learned in window 153 may be invalid in window 154 — this violates the Arslan & Yüksel stationarity requirement.
154,155,0.0611448770507109,0.27142857142857135,23,0.9583333333333334,False,Mean TVD 0.061 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 154 and 155. Q-values learned in window 154 may be invalid in window 155 — this violates the Arslan & Yüksel stationarity requirement.
155,156,0.052926576982641055,0.16666666666666666,23,1.0,False,Mean TVD 0.053 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 155 and 156. Q-values learned in window 155 may be invalid in window 156 — this violates the Arslan & Yüksel stationarity requirement.
156,157,0.059502362962759306,0.14545454545454548,23,1.0,False,Mean TVD 0.060 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 156 and 157. Q-values learned in window 156 may be invalid in window 157 — this violates the Arslan & Yüksel stationarity requirement.
157,158,0.05142094626526963,0.1888888888888889,23,1.0,False,Mean TVD 0.051 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 157 and 158. Q-values learned in window 157 may be invalid in window 158 — this violates the Arslan & Yüksel stationarity requirement.
158,159,0.05147283165338145,0.1625,23,1.0,False,Mean TVD 0.051 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 158 and 159. Q-values learned in window 158 may be invalid in window 159 — this violates the Arslan & Yüksel stationarity requirement.
159,160,0.0486041401624681,0.1555555555555555,22,0.9565217391304348,True,Mean TVD 0.049 > 0.025 (WARN). Moderate kernel drift between windows 159 and 160. Monitor whether this grows over training.
160,161,0.07201270603938587,0.14444444444444446,22,1.0,False,Mean TVD 0.072 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 160 and 161. Q-values learned in window 160 may be invalid in window 161 — this violates the Arslan & Yüksel stationarity requirement.
161,162,0.06920636631877632,0.25,22,0.9565217391304348,False,Mean TVD 0.069 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 161 and 162. Q-values learned in window 161 may be invalid in window 162 — this violates the Arslan & Yüksel stationarity requirement.
162,163,0.07906318318650299,0.3116883116883117,21,0.9130434782608695,False,Mean TVD 0.079 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 162 and 163. Q-values learned in window 162 may be invalid in window 163 — this violates the Arslan & Yüksel stationarity requirement.
163,164,0.05221759129351986,0.17142857142857143,22,0.9565217391304348,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 163 and 164. Q-values learned in window 163 may be invalid in window 164 — this violates the Arslan & Yüksel stationarity requirement.
164,165,0.044548748078886424,0.2,22,0.9565217391304348,True,Mean TVD 0.045 > 0.025 (WARN). Moderate kernel drift between windows 164 and 165. Monitor whether this grows over training.
165,166,0.04609437687697182,0.2,21,0.9545454545454546,True,Mean TVD 0.046 > 0.025 (WARN). Moderate kernel drift between windows 165 and 166. Monitor whether this grows over training.
166,167,0.07463157339365886,0.26666666666666666,21,1.0,False,Mean TVD 0.075 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 166 and 167. Q-values learned in window 166 may be invalid in window 167 — this violates the Arslan & Yüksel stationarity requirement.
167,168,0.06811820105332018,0.2857142857142857,21,1.0,False,Mean TVD 0.068 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 167 and 168. Q-values learned in window 167 may be invalid in window 168 — this violates the Arslan & Yüksel stationarity requirement.
168,169,0.06261974079192648,0.19047619047619047,21,0.9545454545454546,False,Mean TVD 0.063 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 168 and 169. Q-values learned in window 168 may be invalid in window 169 — this violates the Arslan & Yüksel stationarity requirement.
169,170,0.0722931541006505,0.3162393162393162,26,1.0,False,Mean TVD 0.072 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 169 and 170. Q-values learned in window 169 may be invalid in window 170 — this violates the Arslan & Yüksel stationarity requirement.
170,171,0.036486589433957856,0.25,25,0.9615384615384616,True,Mean TVD 0.036 > 0.025 (WARN). Moderate kernel drift between windows 170 and 171. Monitor whether this grows over training.
171,172,0.03362921298519676,0.12121212121212123,25,1.0,True,Mean TVD 0.034 > 0.025 (WARN). Moderate kernel drift between windows 171 and 172. Monitor whether this grows over training.
172,173,0.04445265756215203,0.19191919191919193,26,1.0,True,Mean TVD 0.044 > 0.025 (WARN). Moderate kernel drift between windows 172 and 173. Monitor whether this grows over training.
173,174,0.0705168239670502,0.375,26,1.0,False,Mean TVD 0.071 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 173 and 174. Q-values learned in window 173 may be invalid in window 174 — this violates the Arslan & Yüksel stationarity requirement.
174,175,0.06797952703766244,0.14285714285714288,26,1.0,False,Mean TVD 0.068 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 174 and 175. Q-values learned in window 174 may be invalid in window 175 — this violates the Arslan & Yüksel stationarity requirement.
175,176,0.036122860724406104,0.17857142857142858,26,1.0,True,Mean TVD 0.036 > 0.025 (WARN). Moderate kernel drift between windows 175 and 176. Monitor whether this grows over training.
176,177,0.06491188368911271,0.19642857142857142,26,1.0,False,Mean TVD 0.065 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 176 and 177. Q-values learned in window 176 may be invalid in window 177 — this violates the Arslan & Yüksel stationarity requirement.
177,178,0.04992184277934715,0.19047619047619047,25,0.9615384615384616,True,Mean TVD 0.050 > 0.025 (WARN). Moderate kernel drift between windows 177 and 178. Monitor whether this grows over training.
178,179,0.04221368680077793,0.17500000000000002,25,1.0,True,Mean TVD 0.042 > 0.025 (WARN). Moderate kernel drift between windows 178 and 179. Monitor whether this grows over training.
179,180,0.05041856998999559,0.19444444444444445,24,0.96,False,Mean TVD 0.050 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 179 and 180. Q-values learned in window 179 may be invalid in window 180 — this violates the Arslan & Yüksel stationarity requirement.
180,181,0.06159159808674061,0.125,22,0.9166666666666666,False,Mean TVD 0.062 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 180 and 181. Q-values learned in window 180 may be invalid in window 181 — this violates the Arslan & Yüksel stationarity requirement.
181,182,0.06057418328100533,0.19999999999999998,22,1.0,False,Mean TVD 0.061 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 181 and 182. Q-values learned in window 181 may be invalid in window 182 — this violates the Arslan & Yüksel stationarity requirement.
182,183,0.057495773286991715,0.16666666666666666,22,0.9565217391304348,False,Mean TVD 0.057 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 182 and 183. Q-values learned in window 182 may be invalid in window 183 — this violates the Arslan & Yüksel stationarity requirement.
183,184,0.07399692511919641,0.3285714285714285,22,1.0,False,Mean TVD 0.074 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 183 and 184. Q-values learned in window 183 may be invalid in window 184 — this violates the Arslan & Yüksel stationarity requirement.
184,185,0.07069642310811745,0.19393939393939397,22,1.0,False,Mean TVD 0.071 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 184 and 185. Q-values learned in window 184 may be invalid in window 185 — this violates the Arslan & Yüksel stationarity requirement.
185,186,0.054559626155812474,0.23636363636363636,22,1.0,False,Mean TVD 0.055 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 185 and 186. Q-values learned in window 185 may be invalid in window 186 — this violates the Arslan & Yüksel stationarity requirement.
186,187,0.05541441129676425,0.19999999999999998,22,0.9565217391304348,False,Mean TVD 0.055 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 186 and 187. Q-values learned in window 186 may be invalid in window 187 — this violates the Arslan & Yüksel stationarity requirement.
187,188,0.0579771488859365,0.21428571428571425,22,1.0,False,Mean TVD 0.058 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 187 and 188. Q-values learned in window 187 may be invalid in window 188 — this violates the Arslan & Yüksel stationarity requirement.
188,189,0.052769503152244226,0.14285714285714285,22,1.0,False,Mean TVD 0.053 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 188 and 189. Q-values learned in window 188 may be invalid in window 189 — this violates the Arslan & Yüksel stationarity requirement.
189,190,0.05761021625744128,0.12499999999999997,19,0.8636363636363636,False,Mean TVD 0.058 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 189 and 190. Q-values learned in window 189 may be invalid in window 190 — this violates the Arslan & Yüksel stationarity requirement.
190,191,0.05617246408471762,0.21428571428571427,19,1.0,False,Mean TVD 0.056 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 190 and 191. Q-values learned in window 190 may be invalid in window 191 — this violates the Arslan & Yüksel stationarity requirement.
191,192,0.05848996293434613,0.1666666666666667,18,0.9473684210526315,False,Mean TVD 0.058 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 191 and 192. Q-values learned in window 191 may be invalid in window 192 — this violates the Arslan & Yüksel stationarity requirement.
192,193,0.04794803790430977,0.1450980392156863,18,0.9473684210526315,True,Mean TVD 0.048 > 0.025 (WARN). Moderate kernel drift between windows 192 and 193. Monitor whether this grows over training.
193,194,0.06025041854736528,0.2083333333333333,19,0.95,False,Mean TVD 0.060 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 193 and 194. Q-values learned in window 193 may be invalid in window 194 — this violates the Arslan & Yüksel stationarity requirement.
194,195,0.06604613909551252,0.3333333333333333,21,1.0,False,Mean TVD 0.066 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 194 and 195. Q-values learned in window 194 may be invalid in window 195 — this violates the Arslan & Yüksel stationarity requirement.
195,196,0.06078485140495047,0.14285714285714285,21,0.9545454545454546,False,Mean TVD 0.061 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 195 and 196. Q-values learned in window 195 may be invalid in window 196 — this violates the Arslan & Yüksel stationarity requirement.
196,197,0.03810955203242719,0.2976190476190476,22,1.0,True,Mean TVD 0.038 > 0.025 (WARN). Moderate kernel drift between windows 196 and 197. Monitor whether this grows over training.
197,198,0.05200902078429394,0.1666666666666667,23,0.92,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 197 and 198. Q-values learned in window 197 may be invalid in window 198 — this violates the Arslan & Yüksel stationarity requirement.
198,199,0.05242037795852666,0.23214285714285715,23,0.9583333333333334,False,Mean TVD 0.052 > 0.05 (FAIL). The transition kernel has shifted substantially between windows 198 and 199. Q-values learned in window 198 may be invalid in window 199 — this violates the Arslan & Yüksel stationarity requirement.
